PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
175,2023-05-26,19:41:01.30,1,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,6,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.05824,-2.332968,-1.735659,1920.932735,232.546176,1:45,6.11865,1.01156,6.3331,-23.36411,14.04572,16.66147,2.02124,0.80131,78.31427,-6.751802,1.281302,0.440215,,,,,,,,,,,,-9.22835,8.40583,-0.89268,50,5.93738,3.14851,-124.90998,-5.7523,-14.44798,27.28817,-19.01381,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,ea4eb160-fc37-11ed-a9f6-11b62def9100,85.62288,,,7.74397,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:41:01.30,2023-05-26T19:41:01.3038786-07:00,2023-05-27T02:41:01.3038786Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,a38f56a9-5d59-4fa3-a767-13a9ca777ba4,54.16739,-125.81711,13.64409,6.11809,-5.12024,-9.50691,-1.00533,3.6288,-7.22399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
176,2023-05-26,19:41:17.95,1,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"White, Carter",1000080339,Left,CAL_FUL,Undefined,6,Top,0,0,1,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,86.38509,-2.210589,-1.020273,2007.228258,218.176363,1:15,6.23029,0.90546,6.33005,-20.92537,16.59753,11.9389,2.44953,0.96074,77.71132,-6.218539,1.141449,0.440879,78.14708,-14.746829,-0.524947,,,,,10.69753,9.86961,-5.352658,0.08139,-6.55343,9.78859,-0.83641,50,6.05908,1.76295,-125.26744,-5.39575,-10.2009,30.11537,-16.93736,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,f43e5540-fc37-11ed-a9f6-11b62def9100,85.49381,2.38078,,8.67376,,,,1.60641,2.38078,-0.91506,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:41:17.95,2023-05-26T19:41:17.9564226-07:00,2023-05-27T02:41:17.9564226Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,187ab456-e190-45c1-bb4e-0b874d55db82,54.16778,-126.26543,15.05768,6.22859,-4.83447,-8.46868,-0.90043,2.10099,-5.10045,180,1.60261,111.1252,,,,,,,,2.38178,-29.25147,,,,,,,,-0.91502,-1.01816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
177,2023-05-26,19:41:54.01,2,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"Urman, Cole",1000078178,Right,CAL_FUL,Undefined,6,Top,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.19287,-0.912109,-1.082717,2002.656987,102.609057,9:30,6.23282,0.90364,5.63546,-44.19258,2.97559,-6.96083,1.6989,-0.68671,71.42357,-8.978745,-2.328269,0.494306,,,,,,,,,,,,3.25185,2.1811,-0.80698,50,6.12684,2.37801,-112.14825,-3.19511,4.15309,19.74875,-29.38848,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,09cad7d0-fc38-11ed-a9f6-11b62def9100,76.25326,,,5.7693,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:41:54.01,2023-05-26T19:41:54.0176578-07:00,2023-05-27T02:41:54.0176578Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,fee1d0b1-a86f-400e-9f6d-d4854f1dd68d,54.86606,-113.00189,9.87438,6.23749,-1.92479,-14.69424,-0.90589,2.19849,2.07655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
178,2023-05-26,19:42:08.94,2,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"Urman, Cole",1000078178,Right,CAL_FUL,Undefined,6,Top,1,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.5436,-1.676358,-0.314678,1989.874549,238.242891,2:00,6.23095,1.0541,6.24387,-24.35808,13.00753,18.82844,2.65443,2.33288,78.18379,-6.284404,3.089209,0.439954,,,,,,,,,,,,-10.05571,7.70272,-1.04039,50,6.09421,-0.01845,-125.64356,-4.3863,-15.76871,29.97081,-20.09513,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,12a31840-fc38-11ed-a9f6-11b62def9100,85.67356,,,8.35981,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:42:08.94,2023-05-26T19:42:08.9426114-07:00,2023-05-27T02:42:08.9426114Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,404a6214-9090-4ae4-8b42-124844918e14,54.25802,-126.65518,14.9854,6.23082,-3.70801,-10.04757,-1.04875,0.5138,-7.88436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
179,2023-05-26,19:42:26.39,2,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"Urman, Cole",1000078178,Right,CAL_FUL,Undefined,6,Top,1,1,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,80.80331,-2.323093,-1.642829,1485.390479,236.373311,2:00,6.10969,0.92734,6.47605,-29.77813,12.52367,16.60595,1.4928,0.80212,73.55964,-7.931865,1.37417,0.468113,101.2703,3.848556,-23.660835,1757.099767,,,,93.02563,86.89653,-26.057575,0.673737,-9.25186,7.71748,-0.81873,50,5.93289,2.78366,-117.29267,-5.5585,-12.73387,24.67362,-21.55202,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,1d0bbcb0-fc38-11ed-a9f6-11b62def9100,80.51992,2.95989,,7.24366,,,,1.41558,1.67355,-0.62484,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:42:26.39,2023-05-26T19:42:26.3982786-07:00,2023-05-27T02:42:26.3982786Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,400e8e8f-c371-4f6c-acc7-4a5bbbc8d925,54.02442,-118.13621,12.33681,6.11033,-4.82168,-10.77601,-0.92134,3.21901,-6.36694,79.17725,1.46007,134.84416,-19.34504,,,,,,,1.69945,9.44976,-17.82335,,,,,,,-0.6113,-59.74919,-0.02062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
180,2023-05-26,19:43:10.16,3,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,6,Top,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.44287,0.211529,-0.379832,2001.844988,98.740621,9:15,6.30117,0.79096,5.29872,-46.23014,2.78973,-7.85768,2.64726,-0.22046,70.09813,-8.216886,-1.776604,0.503915,,,,,,,,,,,,3.82831,1.80823,-0.75048,50,6.28678,1.04088,-110.94557,-1.12543,4.75319,20.56553,-29.92898,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,372b5bf0-fc38-11ed-a9f6-11b62def9100,74.79916,,,6.34474,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:43:10.16,2023-05-26T19:43:10.1697218-07:00,2023-05-27T02:43:10.1697218Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,dec38a70-4a9a-4dc8-b223-8f85f1338b7b,55.20159,-111.90561,10.28277,6.30671,0.27172,-14.96449,-0.79388,0.81899,2.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
181,2023-05-26,19:43:29.91,3,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lopez, Eli",1000138472,Right,CAL_FUL,Undefined,6,Top,1,0,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,85.57195,-2.36037,-2.357054,2054.315339,209.649376,1:00,6.21362,0.76016,6.51725,-19.03997,18.80375,9.91579,2.45803,-0.57758,77.25995,-6.035952,-0.55758,0.44276,89.20498,-13.635255,30.966921,,,,,10.76749,10.19192,30.612332,0.075868,-5.93926,11.00851,-0.59973,50,6.04049,4.7305,-124.07547,-5.57871,-9.11682,28.37158,-15.2759,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,42e4c350-fc38-11ed-a9f6-11b62def9100,85.13064,2.34449,,8.312,,,,0.9795,2.34449,0.51006,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:43:29.91,2023-05-26T19:43:29.9116226-07:00,2023-05-27T02:43:29.9116226Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,d3749326-9518-41d5-9c3e-0c38ec943773,53.98057,-124.98236,14.18579,6.21101,-5.09042,-7.63795,-0.7556,5.02192,-4.55841,180,0.97694,109.2334,,,,,,,,2.34522,-30.90215,,,,,,,,0.50852,65.54825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
182,2023-05-26,19:45:56.92,4,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"Navyac, JT",1000016900,Right,CAL_FUL,Undefined,6,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.97811,-2.006394,-1.877749,2074.778362,205.865465,12:45,6.26237,0.84412,6.54824,-17.07717,19.92706,8.94012,2.99755,-0.13349,77.52551,-5.355944,-0.253935,0.437822,,,,,,,,,,,,-5.30764,11.54516,-0.71743,50,6.11589,3.77429,-126.01066,-4.79286,-8.29791,32.20642,-14.12443,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,9a859fd0-fc38-11ed-a9f6-11b62def9100,86.09088,,,9.45261,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:45:56.92,2023-05-26T19:45:56.9262274-07:00,2023-05-27T02:45:56.9262274Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,7dd01cf3-f04c-49fe-8b8d-b5d4df8b4d24,53.94616,-127.01523,16.10321,6.25851,-4.35229,-7.06222,-0.8392,4.03312,-4.14895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
183,2023-05-26,19:46:21.72,4,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"Navyac, JT",1000016900,Right,CAL_FUL,Undefined,6,Top,1,0,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,86.63653,-1.686516,-2.086041,2002.309469,214.809752,1:15,6.1961,0.77197,6.522,-18.97777,18.24765,11.67103,3.06574,-0.17027,77.43232,-5.375311,0.032758,0.439128,68.2089,53.282652,64.638291,4061.440328,33.64866,86.39272,104.72706,170.35027,162.10722,74.090546,4.693354,-6.82217,10.55567,-0.63124,50,6.07029,4.11917,-125.57956,-4.1572,-10.61739,31.455,-15.74622,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,a94cbc60-fc38-11ed-a9f6-11b62def9100,85.83472,87.67219,,9.20421,,,,1.07724,3.69507,0.2786,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:46:21.72,2023-05-26T19:46:21.7278146-07:00,2023-05-27T02:46:21.7278146Z,Popup,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,d1a9f3a4-3542-4b38-9a44-17151b5e6e1c,53.97448,-126.57116,15.7275,6.19352,-3.66081,-7.87311,-0.76637,4.45387,-5.30869,,1.12478,24.61191,-4.87075,-4.4668,5.2325,-2.40902,0.55765,-0.06276,0.00269,3.68338,80.47376,-23.57994,4.53397,-2.68094,1.19485,-0.31101,0.04224,-0.00232,0.27795,54.08329,-7.38825,1.81801,-0.88561,0.44726,-0.14252,0.02322,-0.00147,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
184,2023-05-26,19:46:51.31,4,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"Navyac, JT",1000016900,Right,CAL_FUL,Undefined,6,Top,1,0,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,1,,74.57917,1.176863,-0.873319,1906.431994,22.129592,6:45,6.3717,0.76366,6.12738,-64.04614,-13.62772,-6.2487,2.12269,-0.56442,68.1027,-10.594524,-2.003683,0.511053,67.42851,-53.008712,-26.905976,,,,,3.10424,1.97187,-2.784245,0.027753,2.96008,-7.00367,-0.69363,50,6.42853,1.86376,-108.3484,0.32431,3.45823,21.9687,-40.35632,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,baf797f0-fc38-11ed-a9f6-11b62def9100,73.75445,2.19987,,6.47647,,,,1.62278,2.19987,0.59914,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:46:51.31,2023-05-26T19:46:51.3147074-07:00,2023-05-27T02:46:51.3147074Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,7a474616-921c-4984-a8fd-461e81662788,54.37669,-109.23221,10.98435,6.38283,1.94787,-20.17816,-0.76581,1.72463,1.72912,,1.62195,53.24916,,,,,,,,2.2011,-79.267,,,,,,,,0.59956,-27.02182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
185,2023-05-26,19:47:40.68,5,1,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lew, Zach",1000029264,Right,CAL_FUL,Undefined,6,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.28588,-1.288146,-1.287928,2134.084991,58.053073,8:00,6.2217,0.87343,5.67565,-47.04833,-2.20591,-5.7687,1.09958,-0.80821,73.20821,-9.852628,-2.321892,0.481966,,,,,,,,,,,,2.60394,-0.44138,-0.76095,50,6.08289,2.80282,-115.16303,-4.12885,3.48804,21.89822,-32.76529,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,d860e3f0-fc38-11ed-a9f6-11b62def9100,78.20565,,,6.07768,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:47:40.68,2023-05-26T19:47:40.6881986-07:00,2023-05-27T02:47:40.6881986Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,99fb5603-e99b-4efd-833c-e061dc8f21d8,54.82757,-116.07736,10.94911,6.22672,-2.76078,-16.38264,-0.87494,2.65718,1.74402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
186,2023-05-26,19:48:02.73,5,2,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lew, Zach",1000029264,Right,CAL_FUL,Undefined,6,Top,2,1,0,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,80.04512,-1.473219,-1.702357,1560.473593,250.448615,2:15,6.18804,1.02788,6.53534,-35.73561,7.37115,16.43863,1.85782,0.83576,72.70237,-8.181868,1.288802,0.472546,91.10258,-7.474936,-51.397771,,,,,18.41435,18.34267,-46.020623,0.120892,-9.24205,4.76713,-0.9166,50,6.07057,2.89259,-116.23909,-3.96774,-12.44413,25.01465,-25.75524,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,e588cf70-fc38-11ed-a9f6-11b62def9100,79.76462,2.10447,,7.34275,,,,2.77987,2.10447,-0.71617,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:48:02.73,2023-05-26T19:48:02.7333826-07:00,2023-05-27T02:48:02.7333826Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,fb22f0eb-4279-468e-bb51-e5ab7308ff56,53.96556,-117.08937,12.50732,6.19056,-3.09229,-12.87762,-1.02211,3.31557,-6.22206,180,2.77753,82.77697,,,,,,,,2.10496,-17.40789,,,,,,,,-0.71323,-103.68465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
187,2023-05-26,19:48:29.53,5,3,"Baum, Ryan",1000199113,Right,CAL_MUS,"Lew, Zach",1000029264,Right,CAL_FUL,Undefined,6,Top,2,1,1,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,79.01368,-0.570747,-0.653953,2143.722536,57.620458,8:00,6.26591,0.88003,5.54441,-49.28148,-2.94205,-7.4026,1.62567,-0.34804,71.35159,-9.591177,-1.977692,0.489944,80.60976,-26.603573,-44.471782,,,,,5.6947,3.52214,-22.504782,0.035016,3.52441,-0.81614,-0.81828,50,6.18394,1.59736,-114.50493,-2.79459,4.5637,26.00905,-33.23084,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,f581b540-fc38-11ed-a9f6-11b62def9100,76.9321,1.85761,,7.66209,,,,2.61432,1.85761,0.41865,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:48:29.53,2023-05-26T19:48:29.5310018-07:00,2023-05-27T02:48:29.5310018Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,a6303717-7f27-4d51-8caa-68093db699d3,54.95498,-115.62494,13.00452,6.27347,-1.36359,-16.61542,-0.88284,1.40084,2.28185,,2.61346,75.58581,,,,,,,,1.85821,-53.05028,,,,,,,,0.41949,-74.20483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
188,2023-05-26,19:50:41.94,1,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,6,Bottom,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.37463,0.771159,-0.398292,2034.510292,318.888919,4:45,5.99311,-1.40854,5.69765,-69.72134,-14.95351,14.78772,0.90171,-0.5474,65.92046,-11.928812,2.259464,0.532641,,,,,,,,,,,,-7.63237,-7.23485,1.43274,50,6.01494,0.20091,-105.03383,-0.75964,-8.32219,21.75866,-40.06279,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,4472e7f0-fc39-11ed-a9f6-11b62def9100,70.76524,,,6.45417,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:50:41.94,2023-05-26T19:50:41.9463874-07:00,2023-05-27T02:50:41.9463874Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,0b5080a0-125c-42ae-89e9-d87d1dabd9db,54.80611,-106.02478,10.87933,6.00799,1.06493,-20.03139,1.41496,0.57993,-4.16109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
189,2023-05-26,19:50:56.71,1,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,6,Bottom,0,1,0,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.89017,-3.149778,2.613496,2371.285768,142.858873,10:45,6.04695,-1.52297,6.76884,-15.0665,21.35753,-15.15241,1.90912,-0.39736,78.35461,-6.113205,-0.148869,0.434376,67.93438,32.237537,152.604428,3354.241722,,,,,58.77637,,,8.87642,12.7245,1.35734,50,5.83476,-5.193,-125.96076,-7.24278,14.02293,29.56879,-12.07196,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,4d32e570-fc39-11ed-a9f6-11b62def9100,86.77386,27.54412,,8.53556,,,,1.69189,1.92368,0.40713,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:50:56.71,2023-05-26T19:50:56.7167682-07:00,2023-05-27T02:50:56.7167682Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,3f375492-1019-436c-8fb1-32ddbe84dfec,53.73044,-126.83344,14.7844,6.04326,-6.88649,-6.03598,1.51671,-5.60687,7.01146,340.31974,1.69189,-74.82547,3.84134,0.564,-0.67966,1.679,-2.47499,1.87859,-0.57552,1.92368,53.14982,-27.56139,3.46735,-1.85737,3.5885,-5.09806,3.78625,-1.14117,0.40713,38.77861,-5.11438,0.26232,-0.02146,-0.0652,0.12476,-0.11455,0.0398,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
190,2023-05-26,19:51:16.01,1,3,"Jones, Peyton",1000078176,Left,CAL_FUL,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,6,Bottom,0,1,1,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.67796,-3.709748,3.484918,2315.798132,135.740105,10:30,5.97313,-1.65157,6.68058,-18.85084,17.88214,-16.11717,0.99771,0.19709,78.4511,-7.340745,0.553504,0.436214,,,,,,,,,,,,9.63477,11.0143,1.42433,50,5.71674,-7.05061,-125.49733,-8.6058,15.15136,28.70229,-14.85327,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,58b81d70-fc39-11ed-a9f6-11b62def9100,86.40815,,,8.22686,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:51:16.01,2023-05-26T19:51:16.0102594-07:00,2023-05-27T02:51:16.0102594Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,7730b727-b812-4b4a-a7bc-29e740f25de6,53.81944,-126.36785,14.35115,5.97092,-8.15531,-7.42664,1.64514,-7.51013,7.57568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
191,2023-05-26,19:51:32.63,1,4,"Jones, Peyton",1000078176,Left,CAL_FUL,"Cloyd, Evan",1000131950,Right,CAL_MUS,Undefined,6,Bottom,0,2,1,FourSeamFastBall,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,87.15813,-3.30405,2.366407,2343.046057,140.416935,10:45,6.03563,-1.50571,6.67735,-17.98229,18.16784,-13.96146,1.50862,-0.50314,79.07692,-6.77171,-0.17591,0.432739,106.76376,8.888423,-14.829824,957.969355,105.25881,7.08151,-31.94579,161.91846,146.28854,-18.241624,1.226202,8.11839,10.99674,1.35248,50,5.80683,-4.70798,-126.39122,-7.73309,12.98206,28.5133,-14.58926,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,629d8820-fc39-11ed-a9f6-11b62def9100,87.10197,8.00816,,8.08121,,,,1.57446,1.45013,0.50506,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:51:32.63,2023-05-26T19:51:32.6363330-07:00,2023-05-27T02:51:32.6363330Z,LineDrive,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,a67584ab-b783-4127-b89f-851d0b61830d,53.82264,-127.25067,14.25665,6.03329,-7.29334,-7.29463,1.50029,-5.09928,6.49103,69.267671,1.57446,149.55333,-24.81412,4.20614,-0.84833,0.08936,0.04083,-0.02887,0.00604,1.45012,24.1948,-23.98988,3.43121,-0.74812,0.09285,0.04953,-0.03481,0.00728,0.50506,-39.5957,-3.70201,2.14297,-0.50002,-0.07516,0.1819,-0.09539,0.01879,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
